codigo;municipio;educasistencia;educretirobasica;educretiromedia;educmatricula;year;saludtotal;saludpersonal;saludpersporcentaje;saludfunc;saludfuncporcentaje;saludinversion;saludinvporcentaje;saludcapacit;saludcapacitporcentaje;saludtotalpc;eductotal;educnacional;educsubvencion;educmineduc;educmunic;educmunicporcentaje;educmuncipgastoporcentaje;mujeresindigente;mujerespobreza;mujeresfuncionarias;mujeresfuncprofes;mujeresdirectivo;pobreza;dom_comuna;urb;rur;dens;region;condom;usingcont
10106;"LOS MUERMOS";89.18;.71;6.19;1944;2009;807854;651233;80.61;132825;16.44;0;0;165;.03;"51";2638083;2567279;1736663;65.83;70804;2.68;3.62;74.5;91.4;24.32;11.11;11.11;11.51143;"LOS MUERMOS";43.58;56.42;"13.26";10;.5024799;.7681207
10205;"DALCAHUE";87.82;.32;3.03;1953;2009;862183;527432;61.17;180829;20.97;0;0;1269;.24;"71";2380225;2300729;1643799;69.06;79496;3.34;3.32;67.81;86.88;51.61;12.5;25;5.5;"DALCAHUE";58.19;41.81;"11.74";10;.5024799;.7681207
10104;"FRESIA";89.91;1.36;2.3;1683;2009;323805;243756;75.28;73019;22.55;0;0;579;.24;"49";2047360;1929431;1675468;81.84;117929;5.76;5.45;70.32;90.79;43.59;5.88;11.76;10.28571;"FRESIA";46.69;53.31;"9.74";10;.5024799;.7681207
10303;"PURRANQUE";89.93;.78;2.24;2339;2009;1188366;894705;75.29;231532;19.48;23079;1.94;4494;.5;"57";2441743;2393743;2154533;88.24;48000;1.97;1.94;69.93;89.88;50;14.81;11.11;20.13143;"PURRANQUE";61.26;38.74;"14.24";10;.5024799;.7681207
10301;"OSORNO";86.52;.48;1.89;15635;2009;5834679;4607502;78.97;977727;16.76;56469;.97;71369;1.55;"43";1.46e+07;1.43e+07;1.17e+07;80.07;280620;1.92;2.05;74.32;90.4;32.5;20.88;6.59;18.95143;"OSORNO";89.49;10.51;"170.14";10;.5024799;.7681207
10206;"PUQUELDÓN";91.34;0;0;576;2009;549921;223159;40.58;234667;42.67;0;0;169;.08;"174";1351310;1049425;750354;55.53;301885;22.34;20.01;67.35;90.02;32;12.5;12.5;4.842857;"PUQUELDON";0;100;"42.11";10;.5024799;.7681207
10204;"CURACO DE VÉLEZ";90.56;1.56;4.05;779;2009;286507;200312;69.92;21494;7.5;0;0;372;.19;"116";1492672;1355559;1119622;75.01;137113;9.19;8.97;60.37;85.9;50;0;14.29;4.36;"CURACO DE VELEZ";0;100;"48.55";10;.5024799;.7681207
10307;"SAN PABLO";90.12;.29;3.7;1105;2009;487618;390200;80.02;59029;12.11;0;0;0;0;"53";1193406;1156206;1079258;90.44;37200;3.12;3.09;78.69;94.65;43.75;0;7.14;13.93714;"SAN PABLO";34.19;65.81;"14.36";10;.5024799;.7681207
10202;"ANCUD";88.75;.42;2.35;4682;2009;2590989;1798789;69.42;641056;24.74;7746;.3;1485;.08;"62";7412527;7412527;4624804;62.39;0;0;0;66.82;85.93;44.57;4.88;12.2;8.294286;"ANCUD";66.52;33.48;"23.94";10;.5024799;.7681207
10107;"LLANQUIHUE";83.68;.77;5.78;2437;2009;0;0;0;0;0;0;0;0;0;"0";2035647;1983247;1693910;83.21;52400;2.57;3.44;75.68;90.61;31.91;0;6.67;13.71429;"LLANQUIHUE";81.33;18.67;"43.13";10;.5024799;.7681207
10401;"CHAITÉN";89.93;.87;9.14;479;2009;181859;178796;98.32;2746;1.51;0;0;0;0;"Costo Fijo";2425418;2425418;387113;15.96;0;0;0;69.41;87.85;30.56;0;18.18;9.947143;"CHAITEN";59.67;40.33;"0.84";10;.5024799;.7681207
10102;"CALBUCO";88.8;.81;4.66;5225;2009;972914;714086;73.4;203424;20.91;5403;.56;387;.05;"45";5765302;5682160;5233279;90.77;83142;1.44;2.7;68.54;89.08;43.28;17.24;17.24;10.62571;"CALBUCO";35.4;64.6;"59.08";10;.5024799;.7681207
10108;"MAULLÍN";87.88;.63;7.36;2513;2009;546697;415130;75.93;113910;20.84;15747;2.88;1106;.27;"50";2658381;2516635;2020607;76.01;141746;5.33;3.59;86.88;95.89;36;22.22;5.56;11.02571;"MAULLIN";44.85;55.15;"16.16";10;.5024799;.7681207
10201;"CASTRO";86.91;.77;1.91;8242;2009;2065818;1523362;73.74;475514;23.02;0;0;1281;.08;"48";9266340;8699157;7805301;84.23;567183;6.12;9.25;49.86;72.81;32.85;15.56;4.44;11.42857;"CASTRO";71.5;28.5;"107.44";10;.5024799;.7681207
10203;"CHONCHI";87.88;1;3.43;2228;2009;1035575;771361;74.49;217504;21;0;0;108;.01;"83";3061286;2991786;2522028;82.38;69500;2.27;2.05;69.13;89.98;41.18;14.29;21.43;7.885714;"CHONCHI";39.11;60.89;"10.75";10;.5024799;.7681207
10304;"PUYEHUE";89.69;.88;4.63;2037;2010;625205;494293;79.06;130367;20.85;0;0;697;.14;"57";1844373;1759373;1663228;90.18;85000;4.61;4.61;54.6;80.8;42.11;12.5;12.5;10.86286;"PUYEHUE";25.05;74.95;"7.09";10;.5581908;.8243529
10106;"LOS MUERMOS";89.2;.79;6.32;1973;2010;918349;700366;76.26;149582;16.29;0;0;20;0;"55";2710614;2689614;1815222;66.97;21000;.77;.98;71.28;91.11;28.57;10;20;11.51143;"LOS MUERMOS";45.11;54.89;"13.2";10;.5581908;.8243529
10204;"CURACO DE VÉLEZ";92.43;.48;3.96;713;2010;399747;231882;58.01;30802;7.71;0;0;0;0;"146";1619168;1530785;1131383;69.87;88383;5.46;5.53;55.84;87.06;50;0;14.29;4.36;"CURACO DE VELEZ";0;100;"49.13";10;.5581908;.8243529
10403;"HUALAIHUÉ";85.73;.58;4.8;1857;2010;99;99;99;99;99;99;99;99;99;"99";2607862;2429649;1820260;69.8;178213;6.83;9.43;65.63;85.42;31.58;0;16.67;7.602857;"HUALAIHUE";55.61;44.39;"3.02";10;.5581908;.8243529
10206;"PUQUELDÓN";93.32;0;0;554;2010;421483;275558;65.38;145925;34.62;0;0;0;0;"132";1371627;1236561;813613;59.32;135066;9.85;10.67;64.83;90.34;33.33;14.29;14.29;4.842857;"PUQUELDON";0;100;"41.88";10;.5581908;.8243529
10307;"SAN PABLO";91.51;.82;5.47;1036;2010;517925;445521;86.02;72404;13.98;0;0;719;.16;"61";1120023;1077323;964993;86.16;42700;3.81;3.8;77.6;93.6;42.42;0;7.14;13.93714;"SAN PABLO";34.34;65.66;"14.16";10;.5581908;.8243529
10302;"PUERTO OCTAY";88.08;1.13;11.11;1284;2010;436836;322419;73.81;89159;20.41;0;0;814;.25;"49";1604222;1523722;1262439;78.69;80500;5.02;4.14;69.03;89.94;17.14;16.67;0;12.65429;"PUERTO OCTAY";32.93;67.07;"5.22";10;.5581908;.8243529
10108;"MAULLÍN";88.63;.79;8.65;2418;2010;616026;459145;74.53;105702;17.16;0;0;190;.04;"52";3016909;2931453;2218176;73.52;85456;2.83;3.11;84.37;95;37.74;0;0;11.02571;"MAULLIN";45.13;54.87;"15.92";10;.5581908;.8243529
10208;"QUELLÓN";87.12;.92;3.75;3796;2010;1886755;1409346;74.7;340754;18.06;0;0;38294;2.72;"70";5423814;5328814;3842105;70.84;95000;1.75;3.2;65.66;85.03;42.86;20;20;16.01714;"QUELLON";67.04;32.96;"9.86";10;.5581908;.8243529
10203;"CHONCHI";88.4;.85;2.9;2267;2010;1126680;907200;80.52;207119;18.38;0;0;4647;.51;"85";3306380;3240980;2684658;81.2;65400;1.98;1.7;61.93;87.43;33.33;8.33;16.67;7.885714;"CHONCHI";39.67;60.33;"10.9";10;.5581908;.8243529
10402;"FUTALEUFÚ";87.08;2.06;3.97;503;2010;65599;11407;17.39;54192;82.61;0;0;0;0;"Costo Fijo";895265;806065;683111;76.3;89200;9.96;6.85;60.54;85.95;28.57;50;25;6.431428;"FUTALEUFU";56.45;43.55;"1.43";10;.5581908;.8243529
10201;"CASTRO";90.63;.74;1.38;8081;2010;2615401;1897812;72.56;542675;20.75;150612;5.76;5891;.31;"61";9694177;9360262;8365652;86.3;333915;3.44;5.87;46.39;71.16;34.09;20;10;11.42857;"CASTRO";71.05;28.95;"109.83";10;.5581908;.8243529
10209;"QUEMCHI";90.89;.48;7.19;1219;2010;744419;616104;82.76;125846;16.91;0;0;388;.06;"101";1897215;1765990;1385166;73.01;131225;6.92;5.78;65.43;87.41;43.33;15.38;15.38;6.2;"QUEMCHI";30.33;69.67;"20.96";10;.5581908;.8243529
10104;"FRESIA";89.05;1.41;3.95;1662;2010;336047;282576;84.09;52063;15.49;0;0;0;0;"51";2093776;2029376;1702813;81.33;64400;3.08;2.64;63.64;88.64;46.34;5.26;15.79;10.28571;"FRESIA";46.55;53.45;"9.68";10;.5581908;.8243529
10102;"CALBUCO";90.04;.42;4.65;5040;2010;1197193;962807;80.42;213852;17.86;5739;.48;2954;.31;"40";6755641;6626391;5605848;82.98;129250;1.91;3.59;66.37;88.24;43.94;17.24;17.24;10.62571;"CALBUCO";35.02;64.98;"59.68";10;.5581908;.8243529
10207;"QUEILÉN";92.92;.73;3.95;861;2010;409751;198291;48.39;116844;28.52;0;0;110;.06;"276";1697789;1623845;1175165;69.22;73944;4.36;4.15;83.73;95.83;45;11.11;33.33;10.82;"QUEILEN";42.45;57.55;"15.96";10;.5581908;.8243529
10109;"PUERTO VARAS";88.25;.85;3.4;4621;2010;1178905;997964;84.65;178882;15.17;0;0;220;.02;"43";4708391;4694927;3658976;77.71;13464;.29;.28;61.24;82.64;39.29;6.06;6.06;10.40286;"PUERTO VARAS";72.29;27.71;"9.85";10;.5581908;.8243529
10107;"LLANQUIHUE";88.38;.5;7.01;2298;2010;582817;508023;87.17;74423;12.77;0;0;1822;.36;"39";1971841;1870393;1716363;87.04;101448;5.14;5.25;66.6;88;33.33;12.5;6.25;13.71429;"LLANQUIHUE";81.86;18.14;"43.47";10;.5581908;.8243529
10103;"COCHAMÓ";88.13;1.3;6.36;615;2010;379627;310155;81.7;69424;18.29;0;0;163;.05;"134";1162688;1080105;882415;75.89;82583;7.1;7.71;73.96;90.58;50;0;0;5.328571;"COCHAMO";0;100;"1.1";10;.5581908;.8243529
10105;"FRUTILLAR";85.93;.64;3.14;2850;2010;695758;514216;73.91;137924;19.82;0;0;580;.11;"47";3096735;3095235;2344140;75.7;1500;.05;.06;65.6;87.97;39.53;23.53;5.88;11.66;"FRUTILLAR";72.43;27.57;"21.61";10;.5581908;.8243529
10301;"OSORNO";87.65;.42;2.52;15575;2010;6901714;5351744;77.54;1191559;17.26;167160;2.42;66685;1.25;"49";1.51e+07;1.50e+07;1.20e+07;79.15;131605;.87;.81;70.32;88.3;33.45;22.83;5.43;18.95143;"OSORNO";89.27;10.73;"171.61";10;.5581908;.8243529
10303;"PURRANQUE";88.89;.52;2.39;2376;2010;1206748;998820;82.77;192473;15.95;1999;.17;450;.05;"59";2637604;2415104;2180604;82.67;222500;8.44;8.22;66.32;87.92;53.06;7.69;11.54;20.13143;"PURRANQUE";60.89;39.11;"14.21";10;.5581908;.8243529
10210;"QUINCHAO";93.26;.54;3.74;1883;2010;592873;406143;68.5;160384;27.05;0;0;73;.02;"121";3837924;3791924;3209938;83.64;46000;1.2;1.98;63.65;83.98;40;14.29;7.14;7.322857;"QUINCHAO";45.2;54.8;"56.19";10;.5581908;.8243529
10205;"DALCAHUE";89.2;.26;6.19;1815;2010;999343;651530;65.2;291240;29.14;3854;.39;15232;2.34;"75";2553195;2484742;1691016;66.23;68453;2.68;2.49;68.43;88.92;51.61;12.5;25;5.5;"DALCAHUE";59.54;40.46;"12.07";10;.5581908;.8243529
10401;"CHAITÉN";89.87;.74;7.14;523;2010;240819;223724;92.9;4638;1.93;0;0;0;0;"Costo Fijo";1306717;1306717;903877;69.17;0;0;0;66.1;88.86;21.74;0;20;9.947143;"CHAITEN";60.1;39.9;"0.84";10;.5581908;.8243529
10202;"ANCUD";92.33;.42;3.02;4199;2010;2662633;1992995;74.85;477724;17.94;238;.01;6799;.34;"64";7902323;7362323;4513827;57.12;540000;6.83;10.92;65.72;85.73;43.68;5.26;10.53;8.294286;"ANCUD";66.34;33.66;"24.01";10;.5581908;.8243529
10306;"SAN JUAN DE LA COSTA";87.68;.24;5.02;422;2010;784514;652195;83.13;117357;14.96;0;0;5349;.82;"92";671792;569792;436291;64.94;102000;15.18;6.79;84.87;95.13;33.33;0;25;15.02857;"SAN JUAN DE LA COSTA";11.87;88.13;"5.2";10;.5581908;.8243529
10404;"PALENA";84.64;2.17;0;332;2010;53722;16691;31.07;36476;67.9;0;0;80;.48;"Costo Fijo";741242;668387;533200;71.93;72855;9.83;6.79;43.59;74.36;40;12.5;25;3.554286;"PALENA";0;100;"0.6";10;.5581908;.8243529
10101;"PUERTO MONTT";87.69;.86;3.16;25578;2010;7313449;6190539;84.65;1011867;13.84;0;0;2685;.04;"39";2.57e+07;2.55e+07;1.64e+07;63.78;158087;.62;.73;65.85;85.84;41.64;18.9;7.09;11.7;"PUERTO MONTT";87.22;12.78;"141.48";10;.5581908;.8243529
10305;"RÍO NEGRO";88.61;.87;3.98;1484;2010;639177;498212;77.95;133987;20.96;0;0;690;.14;"54";2240089;1869367;1334912;59.59;370722;16.55;15.41;72.89;92.58;35.71;20;20;15.71429;"RIO NEGRO";36.33;63.67;"10.47";10;.5581908;.8243529
10401;"CHAITÉN";85.67;.86;12.96;596;2011;336382;272096;80.89;39414;11.72;0;0;0;0;"Costo Fijo";1589147;1434449;840975;52.92;154698;9.73;5.75;55.56;83.81;29.03;11.11;11.11;9.947143;"CHAITEN";60.54;39.46;"0.83";10;.6139017;.8805851
10109;"PUERTO VARAS";88.41;.87;4.25;5132;2011;1390043;1124684;80.91;261578;18.82;0;0;689;.06;"51";4836952;4819558;3538114;73.15;17394;.36;.33;58.31;78.9;39.29;3.03;9.09;10.40286;"PUERTO VARAS";72.07;27.93;"10";10;.6139017;.8805851
10108;"MAULLÍN";88;.61;4.96;2549;2011;594824;452721;76.11;110555;18.59;77;.01;348;.08;"47";2989084;2869843;2156226;72.14;119241;3.99;4.99;82.7;93.75;36.96;23.53;5.88;11.02571;"MAULLIN";45.42;54.58;"15.68";10;.6139017;.8805851
10207;"QUEILÉN";92.66;.31;8.84;931;2011;422146;225488;53.41;117871;27.92;0;0;164;.07;"1421";1657109;1564175;1052623;63.52;92934;5.61;5.43;85.15;94.9;29.17;0;0;10.82;"QUEILEN";43.21;56.79;"15.98";10;.6139017;.8805851
10307;"SAN PABLO";88.07;.6;8.05;1086;2011;574320;454676;79.17;95840;16.69;0;0;512;.11;"56";1341866;1265766;931097;69.39;76100;5.67;5.06;74.92;91.42;42.42;0;7.14;13.93714;"SAN PABLO";34.48;65.52;"13.94";10;.6139017;.8805851
10206;"PUQUELDÓN";93.63;0;0;646;2011;302971;216811;71.56;84613;27.93;0;0;56;.03;"104";1491073;1315726;944770;63.36;175347;11.76;15.13;60.14;88.15;31.82;14.29;14.29;4.842857;"PUQUELDON";0;100;"41.78";10;.6139017;.8805851
10105;"FRUTILLAR";86.92;.65;4.11;3174;2011;709631;540026;76.1;169605;23.9;0;0;0;0;"46";3232895;3228895;2435000;75.32;4000;.12;.19;61.7;83.99;38.64;29.41;5.88;11.66;"FRUTILLAR";73.92;26.08;"21.84";10;.6139017;.8805851
10204;"CURACO DE VÉLEZ";92.35;.5;5.03;899;2011;261368;207214;79.28;39322;15.04;0;0;85;.04;"93";1680629;1629129;1229785;73.17;51500;3.06;3.88;52.94;81.37;50;0;25;4.36;"CURACO DE VELEZ";0;100;"49.73";10;.6139017;.8805851
10102;"CALBUCO";89.96;.86;6.93;5476;2011;1333684;1027494;77.04;251099;18.83;0;0;1566;.15;"42";6526966;6381246;5844506;89.54;145720;2.23;4.2;67.56;86.72;47.06;18.75;18.75;10.62571;"CALBUCO";34.61;65.39;"60.19";10;.6139017;.8805851
10302;"PUERTO OCTAY";87.38;.63;13.88;1396;2011;474462;353925;74.6;96621;20.36;0;0;1017;.29;"50";1828253;1726563;1570547;85.9;101690;5.56;3.55;65.21;84.85;19.44;14.29;0;12.65429;"PUERTO OCTAY";32.92;67.08;"5.15";10;.6139017;.8805851
10404;"PALENA";88.84;3.83;10.19;483;2011;42991;17446;40.58;18815;43.76;0;0;0;0;"Costo Fijo";951450;891450;701725;73.75;60000;6.31;4.78;44.26;73.77;42.11;12.5;0;3.554286;"PALENA";0;100;"0.6";10;.6139017;.8805851
10304;"PUYEHUE";88.67;.57;4.7;2202;2011;703118;518244;73.71;175504;24.96;0;0;528;.1;"64";2128463;1913463;1691825;79.49;215000;10.1;11.83;52.32;77.84;30.77;16.67;8.33;10.86286;"PUYEHUE";24.06;75.94;"7.06";10;.6139017;.8805851
10107;"LLANQUIHUE";89.34;.74;5.65;2678;2011;663087;593249;89.47;67306;10.15;0;0;681;.11;"43";2255696;2197170;1997545;88.56;58526;2.59;3.12;64.74;83.97;33.33;12.5;18.75;13.71429;"LLANQUIHUE";82.37;17.63;"43.76";10;.6139017;.8805851
10305;"RÍO NEGRO";87.87;.99;6.36;1716;2011;787530;588193;74.69;191214;24.28;86;.01;1635;.28;"66";2609606;2312840;1470990;56.37;296766;11.37;11.17;73.28;90.01;34.48;0;20;15.71429;"RIO NEGRO";35.32;64.68;"10.33";10;.6139017;.8805851
10203;"CHONCHI";88.99;.64;2.13;2489;2011;1261935;992990;78.69;240832;19.08;0;0;169;.02;"93";3518373;3403474;2832536;80.51;114899;3.27;2.61;57.78;82.59;33.33;8.33;16.67;7.885714;"CHONCHI";40.28;59.72;"11.03";10;.6139017;.8805851
10104;"FRESIA";89.55;1.76;6.85;1819;2011;407741;334869;82.13;68884;16.89;0;0;1391;.42;"66";2190632;2098522;1855004;84.68;92110;4.2;4.1;55.46;82.15;48.78;5;15;10.28571;"FRESIA";46.4;53.6;"9.61";10;.6139017;.8805851
10205;"DALCAHUE";88.31;.37;3.82;2347;2011;1052629;690700;65.62;333973;31.73;21293;2.02;37499;5.43;"87";2874474;2812079;2091396;72.76;62395;2.17;2.1;68.32;87.13;53.33;12.5;25;5.5;"DALCAHUE";61.04;38.96;"12.46";10;.6139017;.8805851
10208;"QUELLÓN";87.4;.56;4.71;4274;2011;2301631;1786340;77.61;515291;22.39;0;0;2970;.17;"86";5962979;5897979;4019474;67.41;65000;1.09;2.11;66.89;85.48;44;27.27;18.18;16.01714;"QUELLON";67.74;32.26;"10.2";10;.6139017;.8805851
10209;"QUEMCHI";89.74;.42;16.47;1377;2011;793097;631703;79.65;160360;20.22;0;0;23;0;"83";2020599;1902995;1548724;76.65;117604;5.82;6.36;64.44;85.56;40.63;7.69;15.38;6.2;"QUEMCHI";30.34;69.66;"21.01";10;.6139017;.8805851
10202;"ANCUD";92.49;.48;3.61;4676;2011;2976295;2293688;77.07;505452;16.98;88;0;984;.04;"74";7865941;7831211;4682847;59.53;34730;.44;.65;64.54;84.04;45.65;4.76;11.9;8.294286;"ANCUD";66.16;33.84;"24.03";10;.6139017;.8805851
10306;"SAN JUAN DE LA COSTA";85.46;.83;6.58;485;2011;976902;789665;80.83;162111;16.59;0;0;8621;1.09;"116";679044;569044;434455;63.98;110000;16.2;6.74;84.35;94.23;32;12.5;12.5;15.02857;"SAN JUAN DE LA COSTA";11.89;88.11;"5.13";10;.6139017;.8805851
10303;"PURRANQUE";88.48;.84;3.54;2678;2011;1315562;1043516;79.32;214004;16.27;5982;.45;1304;.12;"63";2789952;2709952;2465396;88.37;80000;2.87;3.15;63.51;84.32;52.08;12;12;20.13143;"PURRANQUE";60.54;39.46;"14.15";10;.6139017;.8805851
10402;"FUTALEUFÚ";89.19;0;1.2;585;2011;60602;21919;36.17;38683;63.83;0;0;0;0;"Costo Fijo";1083455;1003455;792198;73.12;80000;7.38;7.14;54.42;79.53;33.33;40;40;6.431428;"FUTALEUFU";55.72;44.28;"1.42";10;.6139017;.8805851
10101;"PUERTO MONTT";87.91;.83;3.52;27979;2011;8189559;6331759;77.32;1585390;19.36;0;0;628;.01;"36";2.74e+07;2.74e+07;1.70e+07;62.11;73000;.27;.31;64.59;84.04;41.64;18.9;7.09;11.7;"PUERTO MONTT";87.03;12.97;"145.16";10;.6139017;.8805851
10201;"CASTRO";91.96;.78;2.37;8986;2011;2828813;2033959;71.9;750373;26.53;0;0;3116;.15;"66";1.08e+07;1.00e+07;9078120;83.68;811001;7.48;10.42;45.28;68.57;32.22;24.14;6.9;11.42857;"CASTRO";70.56;29.44;"112.27";10;.6139017;.8805851
10301;"OSORNO";86.9;.41;1.67;16878;2011;7548919;5678466;75.22;1186332;15.72;220685;2.92;63610;1.12;"53";1.71e+07;1.69e+07;1.09e+07;63.95;153394;.9;.87;63.26;83.14;35.66;24.51;4.9;18.95143;"OSORNO";89.02;10.98;"172.84";10;.6139017;.8805851
10106;"LOS MUERMOS";89.6;.64;6.01;2180;2011;933729;754377;80.79;177906;19.05;0;0;74;.01;"62";3110227;3058727;1878016;60.38;51500;1.66;2.39;70.44;89.11;31.71;7.69;15.38;11.51143;"LOS MUERMOS";46.67;53.33;"13.12";10;.6139017;.8805851
10103;"COCHAMÓ";87.46;.84;6.42;699;2011;464609;326719;70.32;114915;24.73;0;0;150;.05;"188";1275749;1170073;983688;77.11;105676;8.28;8.67;69.72;86.94;47.37;22.22;0;5.328571;"COCHAMO";0;100;"1.1";10;.6139017;.8805851
10403;"HUALAIHUÉ";88.07;.74;1.99;2185;2011;99;99;99;99;99;99;99;99;99;"99";2924241;2625309;1925355;65.84;298932;10.22;13.84;65.64;83.8;28.57;16.67;0;7.602857;"HUALAIHUE";58.7;41.3;"3.01";10;.6139017;.8805851
10210;"QUINCHAO";94.32;.24;4.25;2054;2011;663085;449322;67.76;213117;32.14;0;0;5;0;"124";4240362;4183362;3672769;86.61;57000;1.34;2.58;59.79;79.77;38.24;15.38;7.69;7.322857;"QUINCHAO";46.15;53.85;"55.84";10;.6139017;.8805851
10307;"SAN PABLO";87.24;.51;8.39;972;2012;628581;459809;73.15;141330;22.48;0;0;70;.02;"57";1505755;1323751;936626;62.2;182004;12.09;10.77;80.21;94.92;41.87;0;7.14;13.93714;"SAN PABLO";34.63;65.37;"13.74";10;.6139017;.8805851
10305;"RÍO NEGRO";79.46;.77;4.53;1709;2012;988528;688915;69.69;260685;26.37;0;0;0;0;"78";3173357;2799349;1538077;48.47;374008;11.79;13.22;80.28;94.42;31.03;0;22.22;15.71429;"RIO NEGRO";34.34;65.66;"10.18";10;.6139017;.8805851
10302;"PUERTO OCTAY";74.31;.78;12.04;1456;2012;518159;403598;77.89;98990;19.1;0;0;1358;.34;"50";2127869;2043868;1712997;80.5;84001;3.95;4.38;72.45;90.46;20.59;14.29;0;12.65429;"PUERTO OCTAY";32.89;67.11;"5.08";10;.6139017;.8805851
10210;"QUINCHAO";88.08;.42;5.03;1980;2012;802834;571870;71.23;226971;28.27;0;0;0;0;"153";4444198;4337198;3728065;83.89;107000;2.41;4.31;64.14;82.39;40;14.29;7.14;7.322857;"QUINCHAO";47.09;52.91;"55.64";10;.6139017;.8805851
10404;"PALENA";69.79;3.02;5.95;533;2012;54134;14480;26.75;38122;70.42;0;0;0;0;"Costo Fijo";1033712;977712;732045;70.82;56000;5.42;3.33;50;81.03;40;12.5;0;3.554286;"PALENA";0;100;"0.59";10;.6139017;.8805851
10105;"FRUTILLAR";83;.46;2.67;2776;2012;836619;628791;75.16;189663;22.67;0;0;175;.03;"56";3513717;3491717;2777565;79.05;22000;.63;.57;67.15;88.35;39.53;17.65;5.88;11.66;"FRUTILLAR";75.35;24.65;"22.08";10;.6139017;.8805851
10206;"PUQUELDÓN";87.92;0;0;571;2012;328222;210330;64.08;105272;32.07;0;0;432;.21;"122";1616586;1465667;917664;56.77;150919;9.34;9.29;68.98;92.36;25;14.29;28.57;4.842857;"PUQUELDON";0;100;"41.49";10;.6139017;.8805851
10401;"CHAITÉN";75.78;.81;7.64;830;2012;284834;234893;82.47;46114;16.19;0;0;1483;.63;"Costo Fijo";1795531;1646631;1283442;71.48;148900;8.29;7.23;63.21;86.79;20.69;0;16.67;9.947143;"CHAITEN";60.97;39.03;"0.83";10;.6139017;.8805851
10303;"PURRANQUE";78.04;1.13;3.8;2751;2012;1408539;1051067;74.62;308804;21.92;3983;.28;1637;.16;"66";2966144;2926144;2572651;86.73;40000;1.35;1.32;69.91;89.17;58.49;12.9;12.9;20.13143;"PURRANQUE";60.2;39.8;"14.11";10;.6139017;.8805851
10402;"FUTALEUFÚ";82.39;.68;4.4;602;2012;78260;27326;34.92;50472;64.49;0;0;0;0;"Costo Fijo";1085558;976558;806591;74.3;109000;10.04;8.02;55.6;80.6;33.33;40;40;6.431428;"FUTALEUFU";54.96;45.04;"1.42";10;.6139017;.8805851
10306;"SAN JUAN DE LA COSTA";81.4;.91;7.87;516;2012;1166069;907510;77.83;226600;19.43;0;0;6441;.71;"147";906470;770060;486200;53.64;136410;15.05;7.36;87.18;94.94;33.33;12.5;12.5;15.02857;"SAN JUAN DE LA COSTA";11.93;88.07;"5.06";10;.6139017;.8805851
10201;"CASTRO";87.25;.41;1.47;8312;2012;3425874;2610558;76.2;751730;21.94;0;0;7849;.3;"79";1.14e+07;1.10e+07;9590967;84.44;391977;3.45;4.03;48.75;72.28;32.63;25.81;6.45;11.42857;"CASTRO";70.07;29.93;"114.85";10;.6139017;.8805851
10207;"QUEILÉN";84.53;.89;8.25;1028;2012;440663;276835;62.82;97415;22.11;0;0;368;.13;"766";1939315;1829459;1244909;64.19;109856;5.66;6.02;86.26;95.77;43.48;20;30;10.82;"QUEILEN";43.98;56.02;"15.95";10;.6139017;.8805851
10202;"ANCUD";86.95;.78;2.53;3993;2012;3256699;2494343;76.59;632314;19.42;0;0;4297;.17;"81";9052396;8972396;4803680;53.07;80000;.88;1.36;67.51;86.2;47.13;4.88;12.2;8.294286;"ANCUD";65.99;34.01;"24.05";10;.6139017;.8805851
10103;"COCHAMÓ";85.04;.45;12.5;635;2012;427579;337623;78.96;67466;15.78;0;0;0;0;"167";1402598;1301299;1014495;72.33;101299;7.22;6.97;77.2;89.9;47.37;22.22;0;5.328571;"COCHAMO";0;100;"1.1";10;.6139017;.8805851
10304;"PUYEHUE";81.94;.7;3.51;2226;2012;724966;622666;85.89;102300;14.11;0;0;910;.15;"63";2385724;2211750;1690012;70.84;173974;7.29;7.23;60.74;85.51;36.36;12.5;12.5;10.86286;"PUYEHUE";23.13;76.87;"7.03";10;.6139017;.8805851
10109;"PUERTO VARAS";85.64;.86;2.84;3900;2012;1556118;1256722;80.76;288732;18.55;0;0;441;.04;"53";4961973;4937389;3424847;69.02;24584;.5;.4;60.86;82.05;41.33;3.23;9.68;10.40286;"PUERTO VARAS";71.86;28.14;"10.15";10;.6139017;.8805851
10104;"FRESIA";82.17;.77;4.83;1733;2012;433246;361058;83.34;66605;15.37;0;0;313;.09;"54";2256334;2129134;1892421;83.87;127200;5.64;5.36;63.13;87.39;48.65;5.56;11.11;10.28571;"FRESIA";46.27;53.73;"9.55";10;.6139017;.8805851
10208;"QUELLÓN";78.69;.49;5.66;4087;2012;2951716;2105862;71.34;761435;25.8;0;0;0;0;"112";4993425;4790425;3824358;76.59;203000;4.07;5.33;70.35;87.75;30.3;30;20;16.01714;"QUELLON";68.44;31.56;"10.54";10;.6139017;.8805851
10205;"DALCAHUE";84.71;.33;17.19;1720;2012;1250138;869541;69.56;321301;25.7;21687;1.73;11041;1.27;"87";3098681;2961035;2197121;70.91;137646;4.44;3.93;70.69;88.75;57.14;12.5;25;5.5;"DALCAHUE";62.53;37.47;"12.84";10;.6139017;.8805851
